,0
237,106292990448616.88
238,18912647469785.867
239,70780833635124.53
240,62878280851255.02
241,30595642766146.496
242,30392284840551.96
243,113691639081656.66
244,47012103821150.57
245,193886024383050.88
246,22632132093245.977
247,21590749926897.547
248,25511247492895.105
249,26196577580226.375
250,55713965082774.17
251,34883686976947.383
252,121398901170013.5
253,66440881554004.74
254,34847649856094.723
255,15955034680385.596
256,17056625853714.121
257,14117301442980.594
258,11771524546914.125
259,38293548176955.81
260,12769630408674.59
261,12769630403249.445
262,66335796109888.43
263,23060936513745.08
264,54699059982525.64
265,3981995772487.866
266,19446727818489.16
267,-6415032687480.423
268,25938458751570.586
269,34740355097140.81
270,-9510160949477.693
271,47401486792554.56
272,60472656411884.445
273,44659645532549.98
274,46564996383262.65
275,514294812326.8117
276,149031476994348.53
277,46205832963203.63
278,30590587765079.043
279,31514509379775.875
280,81181647486763.23
281,38836487375081.07
282,40588606716086.22
283,107288934523770.62
284,39696311470085.5
285,54184332412716.16
286,69156541383301.02
287,33211535553760.06
288,52303293466458.25
289,77084791546302.73
290,61388852805266.54
291,46632594459881.99
292,26675145196064.02
293,64443812135197.92
294,82639795921892.6
295,53061856117108.234
296,30934376043592.484
297,77052628928990.31
298,81343591069713.77
299,25677288495515.168
300,82167784494416.42
301,38454912313723.97
302,71348018778001.28
303,8164350758777.621
304,105841858591933.02
305,107218384656334.3
306,115624807115621.23
307,67990388699373.78
308,54211293480208.664
309,54275038131057.61
310,38188472681483.68
311,19687610783406.332
312,6218235258163.708
313,35802553581315.73
314,42573365109884.12
315,42943722102991.266
316,47789810234436.29
317,69880662757432.29
318,42124847736907.766
319,54563361823624.51
320,40392715450796.02
321,2907128721494.842
322,3419385730432.7676
323,9357448515130.42
324,12190921259305.447
325,182658069626321.8
326,19781533654969.727
327,990725783700.4476
328,7311725299148.154
329,2928886003346.3115
330,24667554345522.473
331,45521468984252.164
332,64846575016678.84
333,55512520658303.56
334,47478571467579.68
335,35064740873633.93
336,43428425985479.5
337,10533721639941.033
338,38836330122063.12
339,54504679103563.99
340,7914851935982.515
341,89641797299582.83
342,18602494866425.316
343,67764806515832.44
344,63581659283051.305
345,7256346105038.3
346,54824638654085.54
347,18884561140725.766
348,11934971637314.922
349,40245448753101.86
350,26916682878672.746
351,7067587990041.165
352,30144217875722.82
353,5020521941575.478
354,10754164250938.348
355,6574644275979.263
356,11639684794428.25
357,21325695538204.414
358,3612348767630.06
359,7833668353443.543
360,79315703996326.86
361,7847062917147.47
362,15110681396956.34
363,31460100919753.91
364,28604097385141.83
365,27574692713256.2
366,9888858567450.213
367,31039352607546.547
368,20069181504426.18
369,15077931102586.264
370,34748417847906.246
371,19275306943207.043
372,61211021765661.43
373,11102655635241.398
374,23843858207822.06
375,18304523237458.52
376,53098120586763.95
377,17874892734513.293
378,3355371410207.9946
379,92292947772245.44
380,87747191862859.88
381,4473590439250.221
382,44637827588299.12
383,52155227936710.914
384,57566940166470.32
385,51180447903265.32
386,69282215807266.805
387,13272212419985.371
388,51200313020084.76
389,27980956778834.152
390,35541039103694.68
391,23088772658886.6
392,36130489125030.45
393,33483367158693.81
394,30502811044309.12
395,46879763367264.17
396,50594592233085.78
397,43787925383725.71
398,59174132229319.51
399,89336413957934.03
400,58020026817214.38
401,76700618947481.8
402,76700618945536.89
403,76700618945542.95
404,98254309263316.22
405,102068830486153.98
406,23612256482635.96
407,122022001198945.94
408,76130031679156.48
409,72930517317363.78
410,26068907765169.48
411,4529566666466.971
412,52698932458964.37
413,57347790863492.95
414,84329754887915.5
415,50977216366397.72
416,103830579392440.02
417,25885134434758.246
418,46475926312440.93
419,50301416679673.47
420,107976827578108.61
421,18071902841896.023
422,9699370062685.96
423,13131332801734.826
424,105940563009954.4
425,121910769386622.02
426,93236798182451.69
427,122942363556469.48
428,2010146977103.886
429,42354422160285.36
430,57992878647522.61
431,20558733321074.99
432,95952359208839.27
433,30044322781027.438
434,70365199527141.945
435,50511997714701.625
436,60064091309492.06
437,3441193463070.8145
438,25465306180751.723
439,2103416529296.0854
440,55395352645245.24
441,68450591658870.56
442,46833797153217.33
443,4886221895610.356
444,8322403502739.511
445,17378285950152.238
446,89185092925837.62
447,-2443415614110.5215
448,30027978710954.004
449,-151045268860.381
450,62069625861225.88
451,104126759169394.3
452,64350424945658.914
453,-3831226462024.5454
454,124834396244975.19
455,-1221047587295288.0
456,37266992735959.945
457,56680365206337.42
458,76202250307891.16
459,31310010846350.195
460,150290301609801.1
461,100353966369601.94
462,70023454327287.61
463,62343193356079.914
464,20640920258227.953
465,144314940824470.28
466,43610528355119.87
467,64427555203320.24
468,47225994236436.984
469,27921649153966.305
470,50096595857473.3
471,22893045612553.055
472,32201601329068.176
473,56325133562652.78
474,34726849879609.9
475,65615915895178.28
476,19877179797514.266
477,50658788543224.93
478,72592567188177.88
479,17854025688806.47
480,11410721385899.139
481,42494854682030.84
482,40039593386831.555
483,23458923524749.266
484,122021294083448.08
485,20346818736101.77
486,97277336332936.47
487,24224834226193.207
488,93619504266032.69
489,65104995525997.2
490,114749022349334.08
491,77145260981905.55
492,71543325317549.31
493,34141198867341.688
494,22178679152299.645
495,93986880534978.5
496,22877163182839.438
497,88693463626613.72
498,11480737573492.295
499,23464427424445.188
500,-2887708180048.201
501,25819724941098.094
502,27421583964154.867
503,24412428741537.35
504,19282336054228.594
505,35182634477668.93
506,91947202854640.42
507,153226100900675.75
508,126477626350871.6
509,131698315690086.98
510,105189591210509.98
511,107501663960772.12
512,17103737730825.73
513,76800598734295.06
514,197499254780889.03
515,99899735490917.08
516,101537094760947.47
517,40083018499653.74
518,59812859446964.19
519,21800226091699.34
520,110926577553635.84
521,73959926009598.88
522,21290801358582.09
523,7233261347898.434
524,92839088171130.08
525,100563978881369.42
526,18995688496282.605
527,8295828224637.216
528,9669301957747.05
529,11441232055610.46
530,76546862629555.06
531,50263053510992.336
532,4555303494563.7705
533,73883403289689.58
534,10983544761629.512
535,21164721541358.445
536,29751464388698.75
537,146977967673299.1
538,72145919251425.8
539,24679288495727.49
540,12637979324026.842
541,97206933610667.08
542,22849470824265.45
543,60136364310384.49
544,66040749737516.22
545,22406142022099.406
546,29493002828662.83
547,73750108208757.47
548,381263608287.4131
549,9203449220975.97
550,19763941395315.535
551,14239816996995.646
552,30079795769155.32
553,49133824601040.516
554,43501453496849.58
555,39333816128103.11
556,35482159453907.04
557,-8182166874385.588
558,54065220324057.336
559,62934940858047.375
560,36444771078720.81
561,73707847480578.92
562,4659557122562.211
563,82941583801639.23
564,73235317932197.39
565,18538103791649.71
566,25623555841855.17
567,4630169057985.091
568,42122599988091.07
569,95147466734054.8
570,83103550636990.02
571,83879124906668.78
572,99447073216983.5
573,42635598094121.34
574,54812196396318.0
575,51123708937054.375
576,64128941522248.54
577,26832359239179.285
578,35598499321252.73
579,75190871250452.19
580,92335085462956.69
581,12979464902016.936
582,75410042917881.39
583,51229696421601.84
584,59410820842202.055
585,28420991765652.62
586,52373798368872.94
587,12300761131352.229
588,31575767143655.566
589,47283658618924.69
590,31842817696690.72
591,12769630403914.107
592,46723408504415.08
593,5229226884660.297
594,70996884726249.34
595,30499828957515.598
596,44404062831980.36
597,54622140174932.19
598,53133353816401.83
599,94416395997488.83
600,91939969401898.22
601,62056896860278.27
602,18683266841940.91
603,40974797824207.086
604,43724023226371.76
605,50764474333668.75
606,71187320384054.06
607,34516140316994.367
608,24236213841435.01
609,4006440726500.5376
610,-768337739835.3068
611,26054776465647.617
612,61178552163725.03
613,59649517956181.305
614,56418706671023.71
615,33160079155182.168
616,35179530004728.383
617,35292485257658.586
618,28043709508273.69
619,9835736654721.012
620,50477939990932.836
621,33781047019600.805
622,42700821561746.32
623,3917882004016.6816
624,12861517065147.506
625,40045171089441.47
626,13607858622644.057
627,3565955759635.83
628,-768337741758.4036
629,5324796163733.884
630,24592366165155.707
631,21979475247830.496
632,36334107009102.65
633,12200640389269.09
634,46848378168441.42
635,15309547635772.4
636,1980602891412.8408
637,38428759293533.99
638,-8884992853739.004
639,52174435604770.59
640,9584287359044.107
641,15084598502498.229
642,10141579658479.262
643,50489183281899.26
644,16481022154200.498
645,2976679990046.3584
646,25972879199247.805
647,21602747246627.09
648,17016444509267.504
649,35660579405735.33
650,29512338294358.95
651,31093255124963.504
652,48342921507693.36
653,8496599023721.756
654,47766851289575.414
655,7715864018866.265
656,16708708815160.387
657,28095814176192.54
658,10134552240206.361
659,4226295257956.1685
660,30719691284078.473
661,4219962615981.6797
662,21036194292024.242
663,40069882886064.36
664,36023005612086.83
665,25627247154413.812
666,-483925695338676.1
667,9265644054141.39
668,2172035428363.1155
669,30626158752255.13
670,124905915254412.81
671,8176300665769.93
672,10503092753703.604
673,13668322126124.14
674,8620153959656.716
675,12558374187760.057
676,11106540769370.213
677,63861465015006.125
678,47970652560984.414
679,57601271721747.65
680,51901764471035.27
681,25674279787483.664
682,-3126089259077.53
683,93369778670227.48
684,48675926580915.23
685,69123962059163.49
686,110668553135915.69
687,35851183277527.22
688,52319132149242.375
689,63708016341894.49
690,1351397589175.5183
691,90107176470132.0
692,80612734826759.83
693,60472656408897.41
694,22326508469302.645
695,72739080163454.47
696,110414064142689.58
697,48035822645048.17
698,36701056099598.055
699,2261907452780.28
700,28114702902305.27
701,182064592053237.06
702,106944859728883.16
703,76667905990046.52
704,37394838426519.64
705,55233336957070.414
706,105890076164590.9
707,55021489039155.31
708,41599878476052.164
709,54936149622055.56
710,71416878906500.72
711,30443594793983.465
712,31966085246205.49
713,24118583449933.074
714,100683284846683.56
715,132073253264690.03
716,20433381898648.555
717,11852099718907.186
718,47039573318256.9
719,132886128477352.1
720,24445576736662.59
721,30140793864509.93
722,22091054709004.414
723,51117080666373.69
724,52102768592719.97
725,79356620738477.19
726,35303240590417.23
727,22346350370898.08
728,179043717103139.06
729,39082206186927.45
730,39082206183492.055
731,52896396562233.766
732,-618676213141.0981
733,28634607261858.09
734,56693728493893.78
735,32728624629289.145
736,24131192919450.207
737,26543353585687.688
738,14523491315545.537
739,27999869674308.008
740,2890187069617.5664
741,33398818099846.79
742,9212853429093.115
743,67322057389157.16
744,10901055083175.229
745,44102346447424.33
746,35751403471413.46
747,57924780037318.67
748,108289664733438.0
749,21007800473669.65
750,25481418929670.668
751,4784717313202.083
752,5065302973980.974
753,42171238449261.305
754,15140131478305.54
755,39882389755886.766
756,-1225086956230773.0
757,21374636162915.06
758,8350773831439.223
759,-9014258282868.996
760,124834396244947.31
761,124644989744680.53
762,89930447838112.14
763,11993732698743.215
764,33379738842049.227
765,119192555704021.12
766,86731434767718.06
767,92521466132037.92
768,61336598400760.63
769,12705723115021.877
770,7936759169620.05
771,24439236433573.562
772,74537983981994.45
773,88861808595838.23
774,108511853545800.39
775,92949395859827.86
776,139465005496396.67
777,103687612870926.9
778,12095794885233.049
779,70427044752590.06
780,64532169767780.78
781,59776276275471.11
782,38850327778497.25
783,29639392519404.49
784,26935782208005.523
785,65502963652495.52
786,21594480835739.438
787,37857930733712.47
788,45409901993846.84
789,47880003523052.414
790,-1214061757104487.0
791,80951408480425.9
792,13609078757254.592
793,35112260527755.13
794,68599752820272.96
795,31524137989959.906
796,16445953290085.418
797,15420317718252.525
798,11076121272864.242
799,44640835064810.73
800,30934745432373.785
801,78639142299241.55
802,86086607735682.8
803,113775854903068.64
804,96423507000999.95
805,79090081876278.94
806,147207464655126.72
807,121556036421186.2
808,34379577619463.945
809,25957133506822.777
810,117653380344089.3
811,72189555298066.16
812,65265256948395.88
813,80001144606403.11
814,35615335671419.4
815,45884259424889.49
816,72372926277508.9
817,69319149437259.67
818,-3944025580585.331
819,26763202283274.844
820,19599872252110.773
821,77704557299356.56
822,18130139650023.34
823,2515099424745.946
824,51173603402202.95
825,55364302260845.945
826,108588290319738.8
827,30534385000746.016
828,141214054850448.75
829,126198130469583.83
830,23115327477082.656
831,134077272758663.08
832,172916712157360.2
833,38015053486148.07
834,156035512030613.88
835,30531713704422.492
836,65582150174492.43
837,33842304823886.133
838,38976306713026.08
839,80867020887703.14
840,54478223915029.5
841,103563671145755.03
842,38986213895808.914
843,21592564890896.977
844,74016257738488.19
845,84524452922515.03
846,69190257437216.055
847,27784125446238.867
848,81285863227205.02
849,20739481390985.996
850,85756997476579.22
851,6549951660660.169
852,6790496505305.756
853,2382991492606.2334
854,5805480057600.648
855,6330288335760.606
856,78083217794496.34
857,6204216372900.913
858,5324796172596.245
859,17442155564422.605
860,100769931336643.89
861,17425221267832.957
862,69036549702227.3
863,25386762681448.582
864,25685559798819.1
865,13669214971282.76
866,11212714449138.11
867,48910801816073.24
868,45814848827505.75
869,12627322927967.244
870,113452176173494.44
871,87090464394658.7
872,96538560429319.47
873,21182130233328.863
874,40555823769998.8
875,105482397359406.02
876,20579996648825.367
877,104049514422242.89
878,27646149641220.504
879,139590337640402.31
880,25449989714417.086
881,75029462111155.36
882,74887972364622.72
883,14710170378480.096
884,21703053191234.656
885,21168285809430.523
886,19538614485085.902
887,33906763897719.434
888,6044748373515.001
889,61197635810624.34
890,27383511900953.996
891,30258725008876.598
892,21844804670905.78
893,12340825987250.9
894,13657868136122.281
895,58867261750600.266
896,24709337692530.793
897,44218083769515.28
898,1769912068587.422
899,5926778505581.41
900,62531473795844.484
901,72617068955160.39
902,60837728110799.984
903,73226642352398.0
904,75382937748717.03
905,17965665389646.88
906,31606564479375.895
907,80096981718253.31
908,26123825232916.375
909,42795061584119.86
910,34040420089122.395
911,20657857434629.527
912,79513143422548.5
913,80614847012546.33
914,27258144369730.703
915,169830236602746.97
916,139353971298469.56
917,19172836054948.316
918,94934176813971.7
919,76513378179604.25
920,76621127400836.39
921,60740885893713.06
922,27471496266916.406
923,69215135184666.0
924,62873317600358.91
925,43675334172861.94
926,45407091372429.95
927,42859278449034.38
928,38287721791915.1
929,37727180806788.42
930,53027349949276.76
931,6031275222534.12
932,57875938423322.67
933,42217084807082.74
934,38929075288052.24
935,15679074400684.596
936,119364862900662.12
937,10065426040638.988
938,18206122837732.242
939,4356624176256.1367
940,2710651491013.92
941,39023427532611.47
942,26430114096584.246
943,67058219950125.83
944,56288187337984.27
945,63254605542132.46
946,67702488046664.64
947,29354684222605.09
948,13688497018742.543
949,79159384412103.47
950,39694956837419.87
951,76363314489728.25
952,34347192835365.293
953,46467955554903.48
954,26430114095937.152
955,35942028284551.64
956,-8392906756907.923
957,-3327886425687.7466
958,19846490016126.395
959,57835399807870.27
960,70027949217281.81
961,25659855215593.203
962,14186630912001.621
963,107398324437465.69
964,43419001708021.07
965,64786576211884.055
966,6687466482135.626
967,24016422249816.69
968,17451204795684.172
969,68806542243949.27
970,52412324512974.805
971,47281775904685.625
972,54531323645788.4
973,64041080664638.266
974,87253317557878.67
975,27173936711643.25
976,894299796777.2306
977,55221487361453.234
978,10454131241702.404
979,25902486536361.816
980,60057922994688.7
981,8267183983039.682
982,17246455871048.99
983,10777089138346.027
984,4810272642500.037
985,19685054892307.46
986,15697266363147.475
987,22288046060161.64
988,11985327854590.742
989,30979492342752.684
990,23973733419669.293
991,36464117176442.69
992,29429688197149.562
993,51147853682488.38
994,25589436250034.39
995,67986156947832.83
996,23837071544506.223
997,18883080304557.59
998,5724986349122.925
999,11647853119482.35
1000,16759262825073.924
1001,13232215196484.25
1002,34279260794794.164
1003,19340681043265.883
1004,5085185661726.996
1005,14778025354551.832
1006,24801800953288.977
1007,16113254256711.418
1008,9801778946991.434
1009,69825055609698.17
1010,26949704482849.855
1011,43798802306925.555
1012,48236961849133.695
1013,27827705312666.4
1014,47410236517208.98
1015,38899282080075.63
1016,70131545477657.12
1017,74119141968424.16
1018,38630763800415.59
1019,-3282514306225.685
1020,7060220487103.6455
1021,55345591068930.586
1022,10005163887163.879
1023,1352706707597.8682
1024,9334794021266.271
1025,35138148235735.75
1026,69849259840542.43
1027,25228945306126.066
1028,72842413460358.95
1029,-247049022636774.72
1030,31003468302732.004
1031,28961157207173.117
1032,58451325815542.87
1033,78345346536979.38
1034,33237608847675.105
1035,100206194245839.05
1036,44207592129951.195
1037,34138094087173.41
1038,28118204773665.816
1039,9330427019705.463
1040,55442435701370.06
1041,83334006470737.84
1042,11874320143650.803
1043,16805736809617.709
1044,53055398871098.76
1045,29391986442443.434
1046,44194868688241.24
1047,29391986441747.266
1048,27282796901694.734
1049,27139192811060.01
1050,17547736813861.16
1051,11080318923684.139
1052,44344854961092.52
1053,28942505749107.39
1054,45192671276668.46
1055,37192543887070.66
1056,35882879967865.67
1057,47425763453968.195
1058,36145876799590.17
1059,51067192165869.016
1060,9611969652249.701
1061,67858714823984.13
1062,49167489980754.695
1063,42427293108693.555
1064,58235366018848.18
1065,45039173276876.64
1066,321601358948.7438
1067,16032442655646.842
1068,48106304763319.1
1069,40814875667894.234
1070,120364175935602.22
1071,56874137952180.77
1072,10215729869424.316
1073,42485930595331.38
1074,107763328755997.2
1075,76970867175837.1
1076,78350428027632.05
1077,5691221256055.514
1078,60984587152471.21
1079,19385470046987.363
1080,5781425572231.858
1081,6790496504236.965
1082,67291290273701.29
1083,-1005440395097.2672
1084,14605093126589.297
1085,14760508074366.943
1086,44752843967238.91
1087,43167753473128.48
1088,44333268449325.73
1089,391641417564000.2
1090,52866929780903.3
1091,-8195134399820.376
1092,39082206184656.57
1093,15250570261531.018
1094,5953236520970.565
1095,37028487754398.18
1096,48811122728346.46
1097,49909328817564.64
1098,45524668151839.65
1099,14735808620303.766
1100,15757050926053.533
1101,14039101091102.057
1102,4321023101199.0503
1103,10671174093873.14
1104,42964197130858.0
1105,38138921566465.86
1106,40355317685251.37
1107,35031141666044.63
1108,76317289633360.64
1109,19383094859975.79
1110,30105580567382.04
1111,47210708440778.6
1112,58403915393011.37
1113,115562507053728.38
1114,27706476668263.047
1115,11316746567576.814
1116,-467882297691006.8
1117,3642222013191.819
1118,43780943528147.34
1119,17755299518654.766
1120,73473753007147.62
1121,60111563881116.695
1122,130345144843985.88
1123,89079883805234.55
1124,57698270135224.16
1125,110996662494742.88
1126,103830609286517.22
1127,9050484566659.932
1128,70501502978419.1
1129,85429578240238.73
1130,85433065826736.08
1131,30381240554744.844
1132,64300930149035.164
1133,27819949308046.402
1134,35835110538586.34
1135,122672596899764.94
1136,24316720885515.625
1137,71412898425792.75
1138,34516140344054.047
1139,85351341356526.16
1140,-14350198369216.99
1141,14802598577353.588
1142,29890056790130.926
1143,23260414215109.45
1144,-1344140366783.3755
1145,70519191689074.67
1146,96184197783086.9
1147,112498266379698.23
1148,38908571699827.4
1149,54032835539956.26
1150,84492662705652.77
1151,86492012132462.56
1152,41830541109809.64
1153,39381343571153.89
1154,37010749296418.04
1155,59891798722928.45
1156,109830446038495.55
1157,85469152214820.75
1158,35343120278742.266
1159,52684086264376.07
1160,7922333823873.398
1161,9538374687702.922
1162,17497959896964.994
1163,37641594018206.375
1164,46353905891592.49
1165,59823117678928.336
1166,15810026105477.201
1167,108673007070165.02
1168,36647352381247.93
1169,33956646005934.754
1170,117685721407233.6
1171,29672341059966.83
1172,107459526561706.9
1173,132600859983794.39
1174,69353961781126.26
1175,13077770987915.482
1176,77000763789423.62
1177,66709875734292.266
1178,61810084744042.586
1179,60808855118243.125
1180,-8884901926251.977
1181,81561687628014.14
1182,-1861060947652.5662
1183,31446214556516.445
1184,15071991063006.625
1185,13923660033687.943
1186,22615344910984.04
1187,53997053729417.05
1188,51970924123593.945
1189,6110693836734.01
1190,12936140212422.13
1191,124717447722822.42
1192,28206589570725.137
1193,32358092353919.4
1194,132295724517937.9
1195,19999772698099.867
1196,114294043345683.44
1197,21957595223227.215
1198,18960081471870.664
1199,87657186140541.88
1200,112475628565314.44
1201,121783310414492.45
1202,89081387785260.08
1203,56935509134937.03
1204,95837425093940.5
1205,56267635925441.33
1206,5324796172619.27
1207,5787439195995.952
1208,19262954498732.51
1209,18814632993112.9
1210,5787439195631.8125
1211,52596122453057.555
1212,94560239540263.16
1213,97912287934148.42
1214,14652429028088.314
1215,9132562302066.34
1216,62290992491773.09
1217,20272427425346.715
1218,68538722770804.65
1219,55084797837705.305
1220,109461342799566.52
1221,62586188059755.08
1222,34847185436357.22
1223,46163448143783.78
1224,29437704912311.348
1225,18279726151092.71
1226,129883443412551.31
1227,24714896422517.74
1228,19330552577615.47
1229,162282218205959.66
1230,10088322261880.674
1231,15165023909440.102
1232,21529492152731.043
1233,13290321488968.098
1234,10720217405716.516
1235,9661956840036.133
1236,12859037502327.947
1237,58576922009298.77
1238,79391456615083.55
1239,33737078115009.82
1240,19798714096130.18
1241,11217067607752.936
1242,48324769931402.39
1243,62529307382219.74
1244,44285070999203.28
1245,10578055193330.625
1246,18578230043945.45
1247,55633975511744.34
1248,47846483600892.05
1249,50328919787295.375
1250,109186069125119.75
1251,108754347019118.0
1252,13657868137929.047
1253,8891406440684.924
1254,29598547841219.727
1255,-1810148070330.2893
1256,16079239701659.822
1257,26675145203753.984
1258,77702065659757.25
1259,53207832011557.18
1260,59408376064592.7
1261,21523260336740.008
1262,57239358248420.01
1263,55244094501632.67
1264,62035424860753.766
1265,41922660730345.74
1266,86142853881841.7
1267,32296757218725.188
1268,28098426019306.465
1269,57368897373230.59
1270,40420905171356.06
1271,12887176636846.03
1272,85141427484857.3
1273,34882818259738.477
1274,83204712300388.98
1275,21232363778473.664
1276,38457827875494.664
1277,27165207387383.293
1278,76978468390541.94
1279,9522968364612.326
1280,64383812235634.56
1281,37269885317500.09
1282,63701637842794.75
1283,71639885132635.61
1284,63606654998146.28
1285,51683897828167.47
1286,56557128575960.1
1287,49508177270938.3
1288,40699369815525.78
1289,-3026415629894.8477
1290,53204087769816.49
1291,65333150257358.71
1292,60747600179573.11
1293,77011239341020.78
1294,11224992640006.934
1295,487446634877.4454
1296,548704407946.0766
1297,-5993503514105.755
1298,31373305648571.79
1299,11284876132068.697
1300,52288202444093.29
1301,62106036277161.92
1302,101495965434436.03
1303,55869194011013.0
1304,90976361458473.12
1305,39349494160312.33
1306,33206760454440.87
1307,26307598545175.734
1308,63914346198921.23
1309,62492395148813.31
1310,35099209498409.656
1311,71106525366162.94
1312,21900716876370.625
1313,36848236237333.6
1314,35044448974660.15
1315,38207891170100.0
1316,24406654924292.82
1317,-2956410730703.264
1318,20251819009858.145
1319,17585462744065.48
1320,4499830858050.755
1321,11399578121257.53
1322,3975161952064.887
1323,44959613648551.88
1324,8152437905721.34
1325,20373396689615.77
1326,29915214317769.305
1327,5294194195384.527
1328,21480025169344.13
1329,1513975289980.9314
1330,8052781766308.617
1331,9890514999846.824
1332,18359007505084.08
1333,25790594765462.38
1334,4850996627585.128
1335,3642222019192.5596
1336,33603393078663.16
1337,12973307244185.664
1338,8888709107607.9
1339,8296672666682.561
1340,30765380854001.14
1341,40893360354821.3
1342,37487142377327.95
1343,64682362610177.9
1344,32787085761686.996
1345,6641533944697.338
1346,34684246079295.312
1347,61152113181360.07
1348,36954609168354.17
1349,60614522576570.8
1350,16862048058249.52
1351,63124571281048.87
1352,38896071186822.0
1353,69292667524578.5
1354,5357439701774.251
1355,64781884958697.1
